Property ID,Address,Size (sq ft),Age (years),Type,Floors,Condition,Construction Material,Fire Safety Systems,Accessibility Features,Recent Renovations,Current Use,Occupancy Status,Environmental Hazards,Inspection ID,Date of Last Inspection,Inspection Results,Identified Issues,Compliance Status,Quote ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status,Has Alarms,Has Sprinklers,Has Extinguishers
36273,"44477 Diaz Trace Apt. 665
South Victoriastad, NE 05709",4714,55,Commercial,4,Excellent,Concrete,"Sprinklers, Alarms, Extinguishers","Ramps, Wide Doorways, Elevator",Fund.,Warehouse,Vacant,Lead Paint,13558.0,2023-07-07,Passed with minor issues,Media I role half throughout particular.,Compliant,8824.0,Plumbing,2433.24,2024-04-01,Maxburgh,7 days,2025-04-09,Converted,1,1,1
36317,"97422 Scott Island
Douglashaven, SC 02120",3473,67,Industrial,7,Excellent,Steel,Alarms,"Elevator, Wide Doorways, Ramps",Around.,Office,Vacant,Mold,5943.0,2023-03-20,Passed,Class attack kind really any.,Compliant,36157.0,Roof Repair,723.55,2024-02-13,South Shawnfort,6 days,2024-11-28,Converted,1,0,0
36356,"92450 Schwartz Tunnel
Gardnerbury, NM 05936",537,72,Residential,7,Excellent,Wood,Sprinklers,"Wide Doorways, Ramps, None, Elevator",Growth know.,Residential,Occupied,Lead Paint,26005.0,2022-08-20,Passed,Pass admit man board full.,Non-compliant,43307.0,Electrical Work,1052.13,2024-04-17,Biancatown,7 days,2025-07-03,Pending,0,1,0
36379,"09232 Moran Junctions Suite 241
Lake Veronicaburgh, CT 24567",9040,60,Commercial,1,Excellent,Steel,"Alarms, Extinguishers, Sprinklers","None, Wide Doorways, Elevator, Ramps",Agency month several.,Warehouse,Vacant,Mold,10492.0,2023-04-03,Passed with minor issues,Together off care month.,Compliant,42498.0,Plumbing,4838.37,2023-11-25,South Alicia,4 days,2025-06-02,Expired,1,1,1
36384,"36447 Graves Meadows
Ericksonchester, AK 76188",6887,46,Commercial,10,Fair,Concrete,"Alarms, Sprinklers, Extinguishers","Ramps, Wide Doorways",Or outside.,Retail,Occupied,Mold,47359.0,2023-12-06,Passed with minor issues,Interest character painting strong consider hundred let environmental.,Non-compliant,35298.0,Plumbing,3191.59,2024-08-06,Ashleymouth,3 days,2024-10-26,Pending,1,1,1
36384,"36447 Graves Meadows
Ericksonchester, AK 76188",6887,46,Commercial,10,Fair,Concrete,"Alarms, Sprinklers, Extinguishers","Ramps, Wide Doorways",Or outside.,Retail,Occupied,Mold,47359.0,2023-12-06,Passed with minor issues,Interest character painting strong consider hundred let environmental.,Non-compliant,48102.0,Electrical Work,3862.19,2024-06-15,West Alexandermouth,5 days,2025-05-19,Converted,1,1,1
36418,"PSC 1947, Box 0822
APO AA 44934",1861,53,Industrial,8,Excellent,Steel,"Extinguishers, Sprinklers","None, Elevator",Whose director clear sit.,Warehouse,Vacant,Lead Paint,17063.0,2022-11-29,Passed with minor issues,Buy upon stock job politics whatever.,Compliant,32578.0,Roof Repair,3886.08,2024-08-12,Michaelside,5 days,2024-11-19,Expired,0,1,1
36438,"05503 Michelle Roads
North John, IN 23316",2852,43,Industrial,5,Good,Concrete,Sprinklers,"Ramps, Wide Doorways",Job forward minute.,Warehouse,Occupied,Asbestos,39963.0,2022-04-18,Passed with minor issues,Which require career whole everybody I instead could.,Compliant,9701.0,HVAC Installation,2120.62,2023-12-03,Adrianhaven,6 days,2024-11-04,Closed,0,1,0
36464,"5177 Porter Drive
West Brian, PA 43339",4521,38,Residential,5,Excellent,Concrete,Alarms,"Elevator, None, Wide Doorways, Ramps",Live reason.,Office,Vacant,Asbestos,4149.0,2023-08-05,Passed,Hit senior in join without early others.,Non-compliant,11403.0,Electrical Work,2178.21,2024-01-27,New Saraburgh,2 days,2024-12-28,Pending,1,0,0
36464,"5177 Porter Drive
West Brian, PA 43339",4521,38,Residential,5,Excellent,Concrete,Alarms,"Elevator, None, Wide Doorways, Ramps",Live reason.,Office,Vacant,Asbestos,4149.0,2023-08-05,Passed,Hit senior in join without early others.,Non-compliant,37266.0,Interior Painting,1897.8,2024-03-04,Lake Jennifer,3 days,2024-09-19,Expired,1,0,0
36502,"7064 Johnson Dam
Ricebury, MS 49484",3157,98,Industrial,10,Excellent,Concrete,"Alarms, Sprinklers, Extinguishers",Elevator,Carry imagine.,Retail,Vacant,Lead Paint,5785.0,2022-03-10,Failed,Fact how choice offer beat.,Compliant,39650.0,HVAC Installation,2721.11,2023-10-07,Lake Stephenfort,7 days,2025-01-14,Converted,1,1,1
36542,"62316 Sabrina Greens
Lake Roymouth, AR 55208",4660,44,Commercial,6,Excellent,Concrete,Extinguishers,Ramps,Subject.,Retail,Vacant,Lead Paint,43787.0,2022-07-02,Passed with minor issues,Expert natural general sea important.,Compliant,10585.0,Plumbing,4525.46,2024-04-02,South Kimberlytown,6 days,2025-04-04,Converted,0,0,1
36560,"61033 Kane Lodge
Moralesburgh, NH 35249",4043,54,Residential,7,Good,Concrete,Sprinklers,"None, Wide Doorways",Program project keep.,Warehouse,Occupied,Mold,30072.0,2024-04-18,Passed,Your save rock upon loss.,Non-compliant,20100.0,Roof Repair,1010.34,2024-06-21,Port Natasha,4 days,2025-07-17,Expired,0,1,0
36560,"61033 Kane Lodge
Moralesburgh, NH 35249",4043,54,Residential,7,Good,Concrete,Sprinklers,"None, Wide Doorways",Program project keep.,Warehouse,Occupied,Mold,34365.0,2024-04-23,Passed,Receive majority bill wall leave.,Non-compliant,20100.0,Roof Repair,1010.34,2024-06-21,Port Natasha,4 days,2025-07-17,Expired,0,1,0
36567,"4387 Wade Hollow
Bettyshire, MT 48924",2279,38,Residential,9,Good,Steel,"Extinguishers, Alarms","Ramps, Elevator, None, Wide Doorways",How culture word.,Retail,Vacant,Asbestos,43543.0,2023-05-23,Passed with minor issues,Usually example to debate success read firm no.,Non-compliant,6685.0,Roof Repair,1872.36,2023-10-18,North Amber,6 days,2025-06-21,Converted,1,0,1
36571,"538 Peck Burg
Edwardstad, NV 62577",5367,95,Commercial,3,Good,Steel,"Extinguishers, Sprinklers, Alarms","Elevator, Ramps",Performance serve.,Warehouse,Occupied,Lead Paint,11269.0,2021-10-05,Failed,Government age cold dinner true.,Non-compliant,20485.0,Interior Painting,4089.57,2023-12-08,Mullinsland,1 days,2025-04-24,Closed,1,1,1
36571,"538 Peck Burg
Edwardstad, NV 62577",5367,95,Commercial,3,Good,Steel,"Extinguishers, Sprinklers, Alarms","Elevator, Ramps",Performance serve.,Warehouse,Occupied,Lead Paint,11269.0,2021-10-05,Failed,Government age cold dinner true.,Non-compliant,24274.0,Electrical Work,2225.65,2024-08-19,Martinhaven,3 days,2025-02-19,Pending,1,1,1
36592,"27205 Murphy Tunnel
Johnsonland, WV 10569",1966,42,Residential,4,Poor,Concrete,"Sprinklers, Extinguishers","None, Wide Doorways, Elevator",Hit fill.,Residential,Occupied,Mold,16124.0,2022-07-14,Failed,Tax return especially past anything former floor reduce.,Compliant,5683.0,Plumbing,3760.7,2023-10-30,South Ashley,1 days,2025-01-24,Pending,0,1,1
36632,"3256 Bird Fork
North George, AL 41307",3673,30,Commercial,1,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways",May argue teach.,Residential,Occupied,Mold,17464.0,2023-10-23,Failed,Pm eight itself although sing one possible.,Non-compliant,31736.0,HVAC Installation,4107.31,2024-05-15,Alexanderburgh,3 days,2025-04-01,Closed,1,1,1
36632,"3256 Bird Fork
North George, AL 41307",3673,30,Commercial,1,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways",May argue teach.,Residential,Occupied,Mold,17464.0,2023-10-23,Failed,Pm eight itself although sing one possible.,Non-compliant,42664.0,Roof Repair,1318.75,2024-04-16,North Angelica,3 days,2024-12-09,Closed,1,1,1
36632,"3256 Bird Fork
North George, AL 41307",3673,30,Commercial,1,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways",May argue teach.,Residential,Occupied,Mold,36088.0,2022-05-14,Failed,Meeting place better best available down.,Non-compliant,31736.0,HVAC Installation,4107.31,2024-05-15,Alexanderburgh,3 days,2025-04-01,Closed,1,1,1
36632,"3256 Bird Fork
North George, AL 41307",3673,30,Commercial,1,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","Ramps, None, Wide Doorways",May argue teach.,Residential,Occupied,Mold,36088.0,2022-05-14,Failed,Meeting place better best available down.,Non-compliant,42664.0,Roof Repair,1318.75,2024-04-16,North Angelica,3 days,2024-12-09,Closed,1,1,1
36637,"PSC 3919, Box 6273
APO AA 96498",7012,91,Residential,8,Poor,Steel,Extinguishers,"Elevator, Wide Doorways, None",Economic somebody.,Office,Occupied,Lead Paint,8122.0,2022-01-19,Failed,Paper check such should hotel onto hotel.,Non-compliant,35444.0,Interior Painting,4246.12,2024-01-26,East Monicatown,4 days,2024-12-23,Pending,0,0,1
36637,"PSC 3919, Box 6273
APO AA 96498",7012,91,Residential,8,Poor,Steel,Extinguishers,"Elevator, Wide Doorways, None",Economic somebody.,Office,Occupied,Lead Paint,8122.0,2022-01-19,Failed,Paper check such should hotel onto hotel.,Non-compliant,45957.0,Electrical Work,3188.06,2024-05-26,Donovanberg,1 days,2024-11-29,Converted,0,0,1
36637,"PSC 3919, Box 6273
APO AA 96498",7012,91,Residential,8,Poor,Steel,Extinguishers,"Elevator, Wide Doorways, None",Economic somebody.,Office,Occupied,Lead Paint,9255.0,2023-01-09,Passed with minor issues,Recent large during forget position rest consider.,Compliant,35444.0,Interior Painting,4246.12,2024-01-26,East Monicatown,4 days,2024-12-23,Pending,0,0,1
36637,"PSC 3919, Box 6273
APO AA 96498",7012,91,Residential,8,Poor,Steel,Extinguishers,"Elevator, Wide Doorways, None",Economic somebody.,Office,Occupied,Lead Paint,9255.0,2023-01-09,Passed with minor issues,Recent large during forget position rest consider.,Compliant,45957.0,Electrical Work,3188.06,2024-05-26,Donovanberg,1 days,2024-11-29,Converted,0,0,1
36637,"PSC 3919, Box 6273
APO AA 96498",7012,91,Residential,8,Poor,Steel,Extinguishers,"Elevator, Wide Doorways, None",Economic somebody.,Office,Occupied,Lead Paint,12246.0,2022-01-15,Passed with minor issues,Size ten we speech.,Compliant,35444.0,Interior Painting,4246.12,2024-01-26,East Monicatown,4 days,2024-12-23,Pending,0,0,1
36637,"PSC 3919, Box 6273
APO AA 96498",7012,91,Residential,8,Poor,Steel,Extinguishers,"Elevator, Wide Doorways, None",Economic somebody.,Office,Occupied,Lead Paint,12246.0,2022-01-15,Passed with minor issues,Size ten we speech.,Compliant,45957.0,Electrical Work,3188.06,2024-05-26,Donovanberg,1 days,2024-11-29,Converted,0,0,1
36647,"5331 Wesley Village
Simpsonport, CO 52868",7496,70,Industrial,2,Fair,Brick,"Sprinklers, Extinguishers",Wide Doorways,Together.,Office,Vacant,Asbestos,2874.0,2021-11-09,Passed,Art up teacher.,Non-compliant,6073.0,Interior Painting,3935.89,2023-09-24,Meaganview,1 days,2025-03-27,Closed,0,1,1
36647,"5331 Wesley Village
Simpsonport, CO 52868",7496,70,Industrial,2,Fair,Brick,"Sprinklers, Extinguishers",Wide Doorways,Together.,Office,Vacant,Asbestos,2874.0,2021-11-09,Passed,Art up teacher.,Non-compliant,29178.0,Interior Painting,4249.5,2024-02-28,Cranestad,4 days,2024-09-16,Converted,0,1,1
36688,"677 Brian Brooks
North Lisa, RI 27094",5267,72,Residential,5,Fair,Wood,"Extinguishers, Alarms","None, Wide Doorways, Ramps, Elevator",Southern everything pull under.,Residential,Occupied,Mold,20547.0,2022-10-21,Passed with minor issues,Moment most foot her article morning cultural.,Non-compliant,9159.0,Electrical Work,3319.9,2024-02-27,Caitlinshire,3 days,2025-09-09,Converted,1,0,1
36690,"12022 Alexander Glens Suite 257
Taylorside, TN 53452",5484,83,Residential,6,Good,Wood,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",Finish market recently.,Retail,Vacant,Lead Paint,39740.0,2024-03-04,Failed,Performance work store language PM run.,Compliant,13081.0,Interior Painting,3007.05,2024-03-19,New Terrishire,5 days,2025-03-26,Expired,1,1,1
36690,"12022 Alexander Glens Suite 257
Taylorside, TN 53452",5484,83,Residential,6,Good,Wood,"Sprinklers, Extinguishers, Alarms","Elevator, Ramps, None",Finish market recently.,Retail,Vacant,Lead Paint,39740.0,2024-03-04,Failed,Performance work store language PM run.,Compliant,27017.0,Roof Repair,3656.92,2024-04-03,Williamsfort,6 days,2024-11-21,Expired,1,1,1
36691,"584 Hill Fields Suite 914
Perryview, MA 07218",7077,97,Industrial,2,Good,Steel,"Alarms, Sprinklers",Ramps,Other.,Office,Vacant,Asbestos,2596.0,2022-02-11,Passed with minor issues,Recent someone first recently.,Non-compliant,1097.0,Interior Painting,2724.95,2024-02-27,Nicholasland,4 days,2025-06-15,Converted,1,1,0
36694,"5734 Nguyen Village
Stephaniemouth, WI 42724",1396,31,Commercial,1,Fair,Steel,Extinguishers,"Ramps, None, Elevator, Wide Doorways",Meet.,Retail,Vacant,Mold,25753.0,2021-11-19,Passed with minor issues,Political not ask course four hope.,Non-compliant,22983.0,HVAC Installation,3319.13,2024-08-17,Lake Katelyn,7 days,2025-01-19,Closed,0,0,1
36694,"5734 Nguyen Village
Stephaniemouth, WI 42724",1396,31,Commercial,1,Fair,Steel,Extinguishers,"Ramps, None, Elevator, Wide Doorways",Meet.,Retail,Vacant,Mold,49711.0,2023-12-14,Failed,House page subject professional scene TV rock.,Compliant,22983.0,HVAC Installation,3319.13,2024-08-17,Lake Katelyn,7 days,2025-01-19,Closed,0,0,1
36697,"5673 Joseph Roads Apt. 536
East Melodychester, DC 11834",6840,97,Residential,1,Fair,Steel,Alarms,"Ramps, Elevator",Stock program TV.,Retail,Vacant,Mold,25868.0,2023-02-25,Passed with minor issues,Sound of clear article itself writer.,Compliant,4002.0,Electrical Work,833.57,2024-04-06,Smithberg,4 days,2025-01-31,Pending,1,0,0
36697,"5673 Joseph Roads Apt. 536
East Melodychester, DC 11834",6840,97,Residential,1,Fair,Steel,Alarms,"Ramps, Elevator",Stock program TV.,Retail,Vacant,Mold,25868.0,2023-02-25,Passed with minor issues,Sound of clear article itself writer.,Compliant,35356.0,Roof Repair,3819.48,2024-08-12,Port Shane,6 days,2025-02-06,Pending,1,0,0
36728,"0572 Henry Lakes
New Cody, SC 02856",3960,91,Commercial,9,Fair,Wood,"Sprinklers, Alarms","Elevator, None",Close suffer chair customer.,Warehouse,Occupied,Asbestos,23934.0,2022-07-24,Passed,Back reach raise cut claim around buy.,Compliant,22897.0,HVAC Installation,1385.08,2024-04-17,East Josephbury,4 days,2024-12-09,Expired,1,1,0
36733,"787 Blair Rapid Suite 297
Keithtown, IA 31396",9383,55,Industrial,3,Good,Concrete,"Alarms, Extinguishers",Ramps,Area.,Residential,Vacant,Mold,28929.0,2022-04-09,Failed,Despite peace nation water seek organization decision computer.,Compliant,21365.0,Plumbing,1405.12,2023-09-20,Stewartmouth,3 days,2025-03-29,Expired,1,0,1
36746,"9658 Kent Streets Suite 601
Kristychester, WV 98580",6411,23,Commercial,8,Excellent,Brick,Alarms,"Ramps, Elevator",Today reach.,Retail,Occupied,Mold,47206.0,2022-09-22,Failed,Pull expect anyone of fly once decision.,Compliant,31960.0,Electrical Work,964.9,2024-05-11,Port Richard,7 days,2025-01-16,Expired,1,0,0
36746,"9658 Kent Streets Suite 601
Kristychester, WV 98580",6411,23,Commercial,8,Excellent,Brick,Alarms,"Ramps, Elevator",Today reach.,Retail,Occupied,Mold,47206.0,2022-09-22,Failed,Pull expect anyone of fly once decision.,Compliant,39847.0,HVAC Installation,2589.56,2024-06-03,West Veronicaburgh,3 days,2025-09-10,Expired,1,0,0
36770,"00829 Landry Fort Apt. 260
West Meredithton, ME 66090",3773,83,Commercial,4,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","None, Elevator",Maintain guy.,Office,Vacant,Mold,42179.0,2022-03-08,Failed,Tough friend author him.,Compliant,24092.0,Plumbing,2941.18,2023-10-29,Paulville,7 days,2025-08-17,Closed,1,1,1
36770,"00829 Landry Fort Apt. 260
West Meredithton, ME 66090",3773,83,Commercial,4,Excellent,Concrete,"Extinguishers, Sprinklers, Alarms","None, Elevator",Maintain guy.,Office,Vacant,Mold,42179.0,2022-03-08,Failed,Tough friend author him.,Compliant,40881.0,Electrical Work,711.0,2023-11-26,Jacquelinechester,3 days,2025-04-12,Closed,1,1,1
36783,"5869 Michelle Union
South Joann, HI 12117",2891,45,Residential,8,Fair,Concrete,"Sprinklers, Alarms",Elevator,Either song action.,Residential,Vacant,Asbestos,1214.0,2023-07-12,Passed,Central quickly few way ok painting soldier sea.,Compliant,6807.0,Roof Repair,2939.69,2024-04-14,Port Mirandafort,7 days,2025-02-14,Pending,1,1,0
36784,"96114 Lauren Isle Suite 187
Sheltonshire, NJ 66826",8120,90,Residential,7,Poor,Brick,"Sprinklers, Alarms, Extinguishers","Ramps, Elevator, None, Wide Doorways",Produce language.,Warehouse,Vacant,Asbestos,19479.0,2024-08-04,Passed,Newspaper north traditional any consumer detail what prove.,Compliant,456.0,HVAC Installation,1372.26,2024-08-05,East Michael,6 days,2024-12-13,Closed,1,1,1
36822,"Unit 6065 Box 5675
DPO AA 95598",8416,100,Industrial,5,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Degree most.,Warehouse,Occupied,Mold,7243.0,2022-03-05,Failed,Never enjoy deal send media grow stage.,Compliant,15248.0,HVAC Installation,3029.13,2023-12-06,East Danielle,7 days,2025-01-02,Expired,0,1,0
36822,"Unit 6065 Box 5675
DPO AA 95598",8416,100,Industrial,5,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Degree most.,Warehouse,Occupied,Mold,7243.0,2022-03-05,Failed,Never enjoy deal send media grow stage.,Compliant,47745.0,Plumbing,1241.81,2024-04-20,South Brandyview,4 days,2025-01-01,Expired,0,1,0
36822,"Unit 6065 Box 5675
DPO AA 95598",8416,100,Industrial,5,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Degree most.,Warehouse,Occupied,Mold,20892.0,2023-07-22,Failed,Fund mother citizen agency reason protect traditional.,Non-compliant,15248.0,HVAC Installation,3029.13,2023-12-06,East Danielle,7 days,2025-01-02,Expired,0,1,0
36822,"Unit 6065 Box 5675
DPO AA 95598",8416,100,Industrial,5,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Degree most.,Warehouse,Occupied,Mold,20892.0,2023-07-22,Failed,Fund mother citizen agency reason protect traditional.,Non-compliant,47745.0,Plumbing,1241.81,2024-04-20,South Brandyview,4 days,2025-01-01,Expired,0,1,0
36822,"Unit 6065 Box 5675
DPO AA 95598",8416,100,Industrial,5,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Degree most.,Warehouse,Occupied,Mold,37183.0,2023-01-12,Passed,Also break high.,Compliant,15248.0,HVAC Installation,3029.13,2023-12-06,East Danielle,7 days,2025-01-02,Expired,0,1,0
36822,"Unit 6065 Box 5675
DPO AA 95598",8416,100,Industrial,5,Excellent,Steel,Sprinklers,"None, Ramps, Elevator, Wide Doorways",Degree most.,Warehouse,Occupied,Mold,37183.0,2023-01-12,Passed,Also break high.,Compliant,47745.0,Plumbing,1241.81,2024-04-20,South Brandyview,4 days,2025-01-01,Expired,0,1,0
36827,"146 Thompson Parkways
West Amy, IA 27172",4401,97,Residential,3,Fair,Wood,Sprinklers,"None, Elevator",Hit until dream.,Warehouse,Vacant,Asbestos,49323.0,2024-06-12,Failed,Similar staff avoid behavior wrong art writer arm.,Compliant,1720.0,Roof Repair,1155.46,2024-05-21,Lake Thomasside,6 days,2024-10-24,Closed,0,1,0
36827,"146 Thompson Parkways
West Amy, IA 27172",4401,97,Residential,3,Fair,Wood,Sprinklers,"None, Elevator",Hit until dream.,Warehouse,Vacant,Asbestos,49323.0,2024-06-12,Failed,Similar staff avoid behavior wrong art writer arm.,Compliant,45128.0,HVAC Installation,3627.13,2023-12-23,Natalieport,3 days,2024-10-27,Expired,0,1,0
36830,"639 Peterson Squares Suite 077
New Drew, ID 04238",4107,5,Residential,10,Poor,Brick,Extinguishers,"Ramps, Elevator, Wide Doorways, None",Level probably.,Retail,Vacant,Asbestos,10162.0,2022-07-29,Passed with minor issues,Drop result join page impact.,Non-compliant,9830.0,Plumbing,3094.02,2023-10-28,North Chadberg,5 days,2025-04-09,Expired,0,0,1
36949,"291 Amanda Throughway Suite 013
New Mark, TN 84845",2301,10,Commercial,10,Excellent,Concrete,Sprinklers,"Wide Doorways, None, Elevator, Ramps",Measure scientist.,Retail,Occupied,Mold,38591.0,2023-09-16,Passed,Mean as soldier control lawyer cause reach.,Non-compliant,9007.0,Electrical Work,4289.93,2024-02-26,West Anthony,7 days,2025-04-16,Expired,0,1,0
36965,"PSC 3062, Box 0695
APO AA 36533",8789,54,Industrial,7,Fair,Concrete,Sprinklers,Ramps,Capital single.,Warehouse,Vacant,Mold,7919.0,2021-09-24,Failed,Expert school bank window again seven.,Non-compliant,61.0,Electrical Work,1134.15,2024-08-01,North Matthew,3 days,2025-06-26,Closed,0,1,0
36965,"PSC 3062, Box 0695
APO AA 36533",8789,54,Industrial,7,Fair,Concrete,Sprinklers,Ramps,Capital single.,Warehouse,Vacant,Mold,7919.0,2021-09-24,Failed,Expert school bank window again seven.,Non-compliant,21239.0,Plumbing,2431.88,2023-09-27,Youngtown,5 days,2025-08-06,Pending,0,1,0
36973,"49200 Wong Vista
North Melissaview, AK 04481",1764,52,Industrial,1,Fair,Wood,Extinguishers,"None, Ramps, Elevator, Wide Doorways",Community administration.,Residential,Occupied,Asbestos,44526.0,2022-06-12,Passed,Change training memory white morning lead.,Non-compliant,14543.0,Interior Painting,4666.92,2023-12-08,Larryview,7 days,2025-06-21,Expired,0,0,1
36973,"49200 Wong Vista
North Melissaview, AK 04481",1764,52,Industrial,1,Fair,Wood,Extinguishers,"None, Ramps, Elevator, Wide Doorways",Community administration.,Residential,Occupied,Asbestos,44526.0,2022-06-12,Passed,Change training memory white morning lead.,Non-compliant,33353.0,Electrical Work,2552.74,2024-04-11,West Kathryn,5 days,2024-10-16,Expired,0,0,1
37017,"493 Frank Parks Apt. 488
Lake Patrick, MO 08599",2188,17,Residential,4,Excellent,Wood,"Extinguishers, Alarms, Sprinklers","Ramps, None, Wide Doorways, Elevator",Standard see.,Residential,Vacant,Lead Paint,37585.0,2024-01-21,Failed,Agency type son economic while position.,Compliant,17427.0,HVAC Installation,4848.7,2023-11-10,Wyatttown,2 days,2024-12-20,Closed,1,1,1
37076,"961 Patrick Ramp
New Gabriel, CO 25965",6436,87,Commercial,2,Poor,Steel,"Alarms, Sprinklers","Ramps, Elevator",Join down.,Warehouse,Vacant,Lead Paint,7043.0,2023-12-27,Passed,Condition kitchen thank book final pay president.,Non-compliant,14155.0,Plumbing,2978.44,2024-08-08,South Dawn,3 days,2025-02-15,Expired,1,1,0
37076,"961 Patrick Ramp
New Gabriel, CO 25965",6436,87,Commercial,2,Poor,Steel,"Alarms, Sprinklers","Ramps, Elevator",Join down.,Warehouse,Vacant,Lead Paint,7043.0,2023-12-27,Passed,Condition kitchen thank book final pay president.,Non-compliant,14973.0,Electrical Work,4934.22,2024-03-23,Tonyfort,2 days,2025-03-28,Expired,1,1,0
37076,"961 Patrick Ramp
New Gabriel, CO 25965",6436,87,Commercial,2,Poor,Steel,"Alarms, Sprinklers","Ramps, Elevator",Join down.,Warehouse,Vacant,Lead Paint,12672.0,2022-12-23,Failed,Kid case least whose water owner mean serve.,Non-compliant,14155.0,Plumbing,2978.44,2024-08-08,South Dawn,3 days,2025-02-15,Expired,1,1,0
37076,"961 Patrick Ramp
New Gabriel, CO 25965",6436,87,Commercial,2,Poor,Steel,"Alarms, Sprinklers","Ramps, Elevator",Join down.,Warehouse,Vacant,Lead Paint,12672.0,2022-12-23,Failed,Kid case least whose water owner mean serve.,Non-compliant,14973.0,Electrical Work,4934.22,2024-03-23,Tonyfort,2 days,2025-03-28,Expired,1,1,0
37124,"93327 Brittany Cliff
Wilsonshire, TN 30312",7641,97,Residential,5,Poor,Concrete,"Sprinklers, Alarms",Elevator,Include significant hotel.,Warehouse,Occupied,Mold,8.0,2022-01-11,Passed,There network already blue nature opportunity.,Non-compliant,9014.0,Plumbing,3411.6,2023-09-29,Charlesbury,6 days,2025-08-05,Pending,1,1,0
37124,"93327 Brittany Cliff
Wilsonshire, TN 30312",7641,97,Residential,5,Poor,Concrete,"Sprinklers, Alarms",Elevator,Include significant hotel.,Warehouse,Occupied,Mold,8.0,2022-01-11,Passed,There network already blue nature opportunity.,Non-compliant,12617.0,Plumbing,3069.68,2024-06-19,Lucasville,6 days,2024-12-13,Closed,1,1,0
37124,"93327 Brittany Cliff
Wilsonshire, TN 30312",7641,97,Residential,5,Poor,Concrete,"Sprinklers, Alarms",Elevator,Include significant hotel.,Warehouse,Occupied,Mold,8511.0,2022-08-29,Passed,Necessary night game society.,Non-compliant,9014.0,Plumbing,3411.6,2023-09-29,Charlesbury,6 days,2025-08-05,Pending,1,1,0
37124,"93327 Brittany Cliff
Wilsonshire, TN 30312",7641,97,Residential,5,Poor,Concrete,"Sprinklers, Alarms",Elevator,Include significant hotel.,Warehouse,Occupied,Mold,8511.0,2022-08-29,Passed,Necessary night game society.,Non-compliant,12617.0,Plumbing,3069.68,2024-06-19,Lucasville,6 days,2024-12-13,Closed,1,1,0
37134,"96038 Reed Ports
Kristyshire, WY 14901",1305,66,Commercial,3,Good,Wood,Sprinklers,"None, Wide Doorways, Elevator, Ramps",Suddenly.,Residential,Vacant,Lead Paint,21987.0,2024-05-17,Failed,Front significant ground individual our already good.,Compliant,3367.0,Electrical Work,4550.4,2024-01-31,Connormouth,7 days,2025-05-05,Pending,0,1,0
37134,"96038 Reed Ports
Kristyshire, WY 14901",1305,66,Commercial,3,Good,Wood,Sprinklers,"None, Wide Doorways, Elevator, Ramps",Suddenly.,Residential,Vacant,Lead Paint,21987.0,2024-05-17,Failed,Front significant ground individual our already good.,Compliant,30437.0,HVAC Installation,1520.81,2024-05-06,Port Peter,5 days,2025-07-19,Closed,0,1,0
37143,"6941 Morris Well
Gainesbury, RI 93248",7946,93,Commercial,8,Excellent,Concrete,"Sprinklers, Alarms","None, Elevator, Wide Doorways, Ramps",Human phone him.,Office,Vacant,Lead Paint,17684.0,2024-04-25,Passed,Radio maybe difficult once situation manage evidence.,Compliant,12269.0,Roof Repair,761.74,2023-11-29,North Christophertown,5 days,2025-06-10,Expired,1,1,0
37146,"81071 Jenkins Station Apt. 054
Perrybury, AK 12079",9458,5,Residential,8,Excellent,Steel,Alarms,"Ramps, Elevator, None",Either course.,Residential,Vacant,Mold,38721.0,2023-03-02,Failed,Many feeling put respond record rather.,Non-compliant,46090.0,Interior Painting,1183.0,2024-08-11,Port Nathan,4 days,2024-12-18,Converted,1,0,0
37146,"81071 Jenkins Station Apt. 054
Perrybury, AK 12079",9458,5,Residential,8,Excellent,Steel,Alarms,"Ramps, Elevator, None",Either course.,Residential,Vacant,Mold,38721.0,2023-03-02,Failed,Many feeling put respond record rather.,Non-compliant,46853.0,HVAC Installation,561.35,2024-01-19,New Joshuaview,2 days,2025-08-26,Expired,1,0,0
37146,"81071 Jenkins Station Apt. 054
Perrybury, AK 12079",9458,5,Residential,8,Excellent,Steel,Alarms,"Ramps, Elevator, None",Either course.,Residential,Vacant,Mold,40417.0,2021-12-26,Passed with minor issues,Take interview side form.,Non-compliant,46090.0,Interior Painting,1183.0,2024-08-11,Port Nathan,4 days,2024-12-18,Converted,1,0,0
