Quote ID,Property ID,Service Required,Service Cost,Date of Quote,Region,Time Taken to Generate Quote,Quote Expiry Date,Quote Closure Status
47588,28523,Roof Repair,4912.79,2023-10-20,New Susan,1 days,2024-10-19,Pending
47589,32529,HVAC Installation,1710.39,2024-03-28,Frystad,5 days,2025-02-25,Pending
47590,8626,Roof Repair,2445.19,2024-02-20,Markbury,4 days,2025-02-25,Pending
47591,6117,HVAC Installation,3187.72,2024-01-17,Elizabethville,5 days,2025-04-02,Converted
47592,12952,Interior Painting,3332.1,2024-06-30,West Christopherborough,3 days,2025-02-09,Closed
47593,2351,Electrical Work,3951.35,2024-07-24,Hillmouth,2 days,2025-06-26,Pending
47594,23149,Plumbing,2214.65,2024-05-15,Stevenville,2 days,2024-10-04,Expired
47595,34382,Interior Painting,4480.61,2024-04-30,South Juliaborough,4 days,2025-07-08,Pending
47596,44322,Interior Painting,2645.83,2023-12-22,Alexanderton,7 days,2025-08-11,Closed
47597,32963,HVAC Installation,4912.41,2023-10-14,West Danaside,5 days,2025-07-28,Pending
47598,32257,Interior Painting,4725.42,2024-08-05,Heatherstad,3 days,2025-01-01,Expired
47599,10817,Electrical Work,4550.65,2024-02-01,Lopezmouth,7 days,2025-02-20,Converted
47600,47748,HVAC Installation,2924.73,2024-08-04,Johntown,6 days,2024-12-11,Closed
47601,22349,Roof Repair,2583.26,2024-08-21,Garciachester,4 days,2024-11-23,Expired
47602,12450,Interior Painting,3332.74,2023-11-19,Steinstad,5 days,2025-07-30,Converted
47603,29730,HVAC Installation,4741.48,2024-08-16,New Jacqueline,6 days,2025-03-03,Converted
47604,15543,Interior Painting,4515.38,2024-03-15,South Edward,7 days,2025-02-04,Closed
47605,36922,HVAC Installation,2180.65,2024-03-01,Emmaborough,2 days,2024-11-24,Expired
47606,30691,Roof Repair,4839.69,2024-08-11,New Lindsey,2 days,2025-07-21,Expired
47607,49964,Roof Repair,2545.3,2024-04-19,Williamton,1 days,2025-01-04,Expired
47608,29925,Roof Repair,4161.89,2024-04-24,New Nicolefort,5 days,2025-02-03,Expired
47609,42441,Interior Painting,4383.41,2023-10-05,Simonport,1 days,2025-06-16,Closed
47610,3602,HVAC Installation,3658.49,2024-01-05,West John,1 days,2025-05-23,Closed
47611,45655,Interior Painting,3721.56,2024-03-02,Grahambury,1 days,2024-10-17,Expired
47612,35909,Plumbing,1005.91,2024-06-03,Lake Evanport,4 days,2025-04-13,Expired
47613,33439,Interior Painting,2107.87,2024-08-14,North Tami,4 days,2025-02-10,Closed
47614,25187,HVAC Installation,4822.49,2024-04-11,Millerberg,1 days,2025-03-19,Pending
47615,32913,Interior Painting,571.48,2024-07-01,Alvarezside,2 days,2025-02-14,Converted
47616,24199,Electrical Work,1841.02,2024-01-06,West Jasonstad,1 days,2025-03-29,Closed
47617,41511,Interior Painting,2318.24,2024-08-22,Parkerview,4 days,2025-08-19,Expired
47618,10580,Plumbing,2635.2,2024-02-17,Arthurport,7 days,2025-02-22,Converted
47619,44531,Interior Painting,681.1,2023-12-13,Lake Amychester,4 days,2024-11-28,Pending
47620,20507,Roof Repair,3279.72,2024-06-30,Bradleybury,4 days,2025-09-02,Converted
47621,42041,Interior Painting,4883.09,2024-03-04,West Darrell,6 days,2025-04-09,Pending
47622,21830,Electrical Work,3321.62,2024-03-10,Randolphland,5 days,2025-05-17,Converted
47623,42211,Roof Repair,624.05,2024-03-14,West Lisaport,4 days,2025-06-29,Closed
47624,2440,Interior Painting,2656.74,2024-01-04,West Conniehaven,1 days,2025-03-29,Closed
47625,21632,Interior Painting,2920.94,2024-03-07,Timothyside,3 days,2025-06-06,Closed
47626,49759,Interior Painting,3260.71,2023-12-20,Brittanybury,3 days,2024-10-28,Expired
47627,22138,Interior Painting,1732.35,2024-03-15,Kimberlyport,3 days,2025-01-11,Closed
47628,20546,Roof Repair,626.27,2023-10-27,New Lorettafort,2 days,2024-12-04,Closed
47629,41500,HVAC Installation,4905.89,2023-10-06,Port Ruthburgh,6 days,2024-12-27,Closed
47630,38263,Plumbing,3996.97,2023-11-27,Port Kerry,7 days,2025-06-23,Closed
47631,9200,Interior Painting,2167.77,2024-05-29,Zunigafort,2 days,2024-11-20,Expired
47632,9070,Plumbing,3443.45,2024-01-23,Brandyton,5 days,2024-10-25,Converted
47633,40032,HVAC Installation,2274.54,2024-04-22,Lake Hannah,1 days,2025-03-17,Pending
47634,43973,Electrical Work,2224.16,2023-10-08,West Nicholas,1 days,2025-07-22,Closed
47635,34823,Plumbing,3847.98,2024-06-16,New Jameston,7 days,2025-08-24,Pending
47636,158,Electrical Work,3154.6,2023-12-03,New Shaneside,7 days,2025-08-02,Expired
47637,14240,Electrical Work,1046.42,2024-03-30,Hernandezmouth,2 days,2025-06-20,Expired
47638,1300,Roof Repair,4885.28,2024-06-24,Morrisonburgh,7 days,2024-10-26,Converted
47639,41120,Roof Repair,2230.7,2024-05-31,Sarahmouth,1 days,2024-09-18,Converted
47640,3462,Plumbing,2736.83,2024-06-22,Stephanieville,7 days,2025-08-04,Closed
47641,48786,Plumbing,4434.11,2024-06-24,Lake Kayla,6 days,2025-03-03,Closed
47642,44382,Roof Repair,1304.56,2024-06-06,Bobbyborough,2 days,2025-02-21,Expired
47643,15099,HVAC Installation,4194.35,2023-11-28,Fisherborough,1 days,2025-01-04,Closed
47644,47757,Electrical Work,3377.73,2024-04-26,Richardsonton,1 days,2025-03-17,Expired
47645,15113,Plumbing,3796.34,2024-09-13,Christopherstad,5 days,2025-08-03,Pending
47646,3526,Interior Painting,4053.17,2023-10-28,North Danielland,7 days,2025-09-10,Closed
47647,7344,HVAC Installation,3646.36,2023-10-29,West Darrell,6 days,2025-08-06,Pending
47648,12566,Roof Repair,1507.59,2024-05-03,West Brettchester,1 days,2024-11-03,Expired
47649,4271,Roof Repair,1977.21,2024-07-18,Chadmouth,4 days,2024-11-15,Closed
47650,20554,Electrical Work,900.61,2024-07-06,Sheristad,6 days,2025-03-16,Expired
47651,19682,Electrical Work,794.51,2023-10-02,Douglasborough,2 days,2025-04-05,Converted
47652,853,HVAC Installation,4850.72,2024-04-18,Gabriellemouth,4 days,2025-05-31,Converted
47653,13400,Plumbing,3223.28,2024-06-21,Trevorborough,6 days,2025-05-03,Closed
47654,39138,Roof Repair,655.69,2024-06-20,South Victormouth,4 days,2024-10-03,Closed
47655,21785,Interior Painting,1420.08,2023-10-17,Jamesstad,5 days,2025-02-09,Expired
47656,39345,Roof Repair,1702.12,2024-07-23,Alexanderview,3 days,2025-03-08,Converted
47657,16240,Interior Painting,3610.76,2024-09-02,Graytown,5 days,2025-01-27,Converted
47658,45013,HVAC Installation,2597.36,2024-07-15,Salazarview,4 days,2024-11-25,Pending
47659,3766,Roof Repair,4267.01,2024-05-08,Waremouth,7 days,2024-12-23,Pending
47660,44918,Plumbing,1318.38,2024-02-13,New Thomaston,5 days,2025-05-09,Closed
47661,532,Electrical Work,2795.68,2024-09-03,Lisaton,2 days,2025-04-29,Pending
47662,28809,Electrical Work,4571.45,2024-06-30,Ericmouth,3 days,2024-12-16,Converted
47663,43111,Roof Repair,583.19,2023-12-13,Knighttown,1 days,2025-03-09,Expired
47664,21799,Electrical Work,2192.12,2024-02-19,New Tamara,4 days,2024-12-18,Expired
47665,45169,Roof Repair,956.74,2024-04-08,Thomasfurt,3 days,2025-08-28,Expired
47666,30985,Plumbing,3273.55,2024-07-28,Lake Parker,5 days,2025-03-20,Expired
47667,6011,Plumbing,665.56,2023-09-25,North Brittany,7 days,2025-02-11,Expired
47668,39398,Electrical Work,1528.4,2024-07-13,North Davidside,6 days,2024-09-16,Expired
47669,22122,HVAC Installation,3846.38,2024-07-15,New Jasonberg,3 days,2025-04-27,Closed
47670,26419,HVAC Installation,871.85,2023-12-31,Lake Mark,3 days,2025-09-10,Converted
47671,30680,Plumbing,582.58,2024-09-04,South Keith,7 days,2025-08-05,Expired
47672,15188,HVAC Installation,3455.8,2024-03-09,East Brianna,7 days,2024-12-13,Converted
47673,11381,Plumbing,1370.67,2024-04-22,Taylorfurt,1 days,2025-07-01,Expired
47674,14048,Roof Repair,3845.34,2023-09-18,Mandytown,6 days,2024-09-29,Converted
47675,48909,Roof Repair,2024.14,2024-01-06,Michaelton,6 days,2025-01-29,Closed
47676,6556,Interior Painting,4503.66,2024-06-28,East Omarfort,6 days,2025-01-26,Pending
47677,40497,HVAC Installation,2720.07,2024-02-20,Calebhaven,4 days,2025-02-26,Converted
47678,44749,Plumbing,2139.44,2023-12-05,Michaelton,1 days,2025-02-25,Converted
47679,46549,Plumbing,3746.26,2024-09-08,Evansport,2 days,2025-01-15,Closed
47680,11446,Roof Repair,1469.05,2023-10-10,New Kendramouth,6 days,2025-08-30,Expired
47681,42308,Electrical Work,891.88,2023-10-01,New Kathyburgh,2 days,2025-06-19,Closed
47682,39137,Interior Painting,1909.11,2024-01-15,North Patrickburgh,5 days,2025-07-29,Pending
47683,668,Interior Painting,1596.37,2024-02-10,West Matthew,4 days,2025-04-27,Expired
47684,49903,Roof Repair,994.6,2024-06-10,West Amandaport,5 days,2025-07-16,Converted
47685,49662,Electrical Work,1806.58,2024-01-09,Davismouth,5 days,2025-05-14,Pending
47686,47663,HVAC Installation,1082.06,2024-03-23,North Monicafort,1 days,2025-09-01,Converted
47687,14482,Roof Repair,2725.34,2024-03-10,West Timothyville,1 days,2025-08-07,Closed
47688,38942,Roof Repair,1722.33,2024-07-05,West Cindytown,1 days,2024-12-10,Pending
47689,40006,Plumbing,4918.74,2024-05-09,Diazside,3 days,2025-01-30,Expired
47690,18835,Roof Repair,3387.74,2024-01-24,South Robertchester,3 days,2024-12-24,Pending
47691,37411,Electrical Work,2982.12,2024-05-07,Williamsonton,1 days,2024-10-08,Expired
47692,20798,Electrical Work,3346.23,2024-01-31,Teresastad,7 days,2024-09-23,Expired
47693,3551,Interior Painting,3374.19,2024-02-23,New Johnhaven,7 days,2025-08-10,Pending
47694,16447,Interior Painting,1612.72,2023-10-18,Port Timothyshire,5 days,2025-04-30,Converted
47695,41627,Plumbing,682.0,2023-12-05,Garychester,6 days,2025-05-16,Expired
47696,36189,Interior Painting,955.9,2024-01-07,Townsendhaven,7 days,2025-07-12,Pending
47697,19944,HVAC Installation,2660.67,2024-03-08,Port Michellefort,7 days,2024-12-03,Closed
47698,2993,Electrical Work,632.9,2024-04-13,East Adam,3 days,2025-06-21,Pending
47699,35789,Roof Repair,3686.73,2023-11-22,Lake Caitlinburgh,4 days,2025-05-28,Closed
47700,31000,Roof Repair,1134.01,2024-04-16,Lake Robert,3 days,2025-02-16,Expired
47701,38035,Plumbing,1203.89,2023-11-03,West Barbaraburgh,7 days,2024-10-04,Expired
47702,2560,Electrical Work,3505.6,2024-01-06,Kristyview,7 days,2024-09-23,Pending
47703,41996,Interior Painting,3820.12,2024-02-02,Rogerstown,1 days,2024-11-24,Pending
47704,30294,Electrical Work,1137.87,2024-02-26,Aguilarbury,6 days,2025-07-16,Expired
47705,43460,Electrical Work,3037.14,2024-08-28,Port David,6 days,2025-05-20,Pending
47706,11215,Interior Painting,3679.4,2023-11-13,East Katelynmouth,4 days,2025-08-29,Expired
47707,19533,Interior Painting,2077.84,2024-08-08,Dunlapfort,5 days,2025-04-09,Converted
47708,42956,Plumbing,3600.98,2024-03-18,Debbieland,3 days,2024-10-17,Expired
47709,38240,Roof Repair,4250.71,2024-07-15,Cruzshire,2 days,2025-06-21,Closed
47710,19253,Interior Painting,4279.39,2023-12-21,Johnsonberg,6 days,2025-07-16,Pending
47711,43718,Interior Painting,2324.53,2024-01-01,Lake Russellstad,2 days,2025-08-05,Closed
47712,7220,Roof Repair,1607.71,2023-11-10,Lake Chelsea,4 days,2025-09-10,Closed
47713,45419,Plumbing,2408.31,2023-12-29,Port Henryville,6 days,2025-09-09,Converted
47714,4463,Interior Painting,1529.81,2024-01-16,Kaylaville,5 days,2024-10-12,Converted
47715,31939,Roof Repair,3926.84,2024-08-01,Hancockmouth,5 days,2024-11-08,Expired
47716,20691,HVAC Installation,4608.78,2024-04-21,Floydmouth,2 days,2025-03-30,Expired
47717,35144,Roof Repair,4435.78,2024-03-27,East Theresachester,2 days,2025-02-11,Expired
47718,22438,Electrical Work,3960.37,2023-09-27,South Joshuashire,3 days,2024-10-15,Expired
47719,20891,Plumbing,4907.7,2024-06-08,Michaelfort,5 days,2025-07-12,Pending
47720,29452,Plumbing,954.52,2024-06-25,Lake Jeffery,2 days,2025-07-29,Expired
47721,34890,Roof Repair,1124.85,2024-04-25,South Cheryl,1 days,2025-07-10,Expired
47722,17115,Electrical Work,2706.61,2024-05-07,South Cheyennefort,4 days,2025-09-04,Pending
47723,39104,Electrical Work,4362.88,2024-07-12,Deannafurt,3 days,2024-12-27,Converted
47724,24552,Electrical Work,4912.9,2023-11-16,Justinborough,3 days,2025-03-12,Pending
47725,36941,Plumbing,908.37,2024-07-03,Port Adrian,7 days,2024-11-27,Expired
47726,36607,Plumbing,560.85,2024-03-31,Petershire,5 days,2025-05-11,Closed
47727,8194,HVAC Installation,2987.77,2024-05-07,Melissaland,7 days,2025-04-14,Closed
47728,42212,Interior Painting,4904.46,2024-07-31,Andrewsberg,6 days,2025-04-24,Converted
47729,42916,Interior Painting,4517.36,2024-07-07,New Megan,5 days,2025-08-31,Closed
47730,5241,Roof Repair,2693.91,2023-12-18,Michaelberg,5 days,2025-06-05,Closed
47731,11076,Roof Repair,3877.86,2023-12-24,Christinachester,3 days,2024-11-19,Pending
47732,337,HVAC Installation,3719.58,2024-06-05,Reyesburgh,6 days,2025-03-24,Expired
47733,13897,Roof Repair,4397.15,2024-09-02,Simonborough,5 days,2025-01-09,Pending
47734,8713,Electrical Work,4879.43,2024-04-12,Leeburgh,2 days,2025-03-27,Converted
47735,12854,Interior Painting,2772.41,2024-01-12,Michelleport,4 days,2025-08-27,Closed
47736,44548,HVAC Installation,2571.62,2024-08-30,Coxton,1 days,2025-01-17,Converted
47737,18548,Plumbing,3898.71,2023-10-12,North Jasminside,2 days,2025-02-15,Expired
47738,974,Interior Painting,2939.11,2023-10-24,North Cassandra,5 days,2025-04-25,Expired
47739,29031,Roof Repair,4396.04,2023-09-25,North Elizabethhaven,4 days,2024-10-04,Closed
47740,43943,Roof Repair,2121.13,2023-11-16,Richardville,7 days,2025-03-02,Expired
47741,46351,Roof Repair,4606.84,2023-10-22,Bairdstad,4 days,2025-02-25,Closed
47742,27391,Interior Painting,2608.42,2024-08-08,Hayleybury,6 days,2024-12-24,Expired
47743,7323,Interior Painting,1641.15,2023-10-18,Claytonfort,6 days,2025-04-22,Expired
47744,19949,Electrical Work,4714.55,2024-04-10,West Kelly,7 days,2025-08-09,Pending
47745,29019,Roof Repair,2115.06,2024-02-19,Jacksonview,5 days,2024-09-20,Converted
47746,36058,HVAC Installation,3232.89,2024-02-13,Evanbury,3 days,2025-03-14,Converted
47747,19055,Interior Painting,3783.57,2024-05-15,Fullerborough,7 days,2025-04-15,Pending
47748,15077,HVAC Installation,4474.82,2024-07-10,East Reneeland,4 days,2025-04-27,Pending
47749,30713,HVAC Installation,2227.83,2024-02-21,Lake Adam,1 days,2024-12-03,Closed
47750,35899,Plumbing,596.46,2024-02-09,Tamiside,3 days,2025-03-09,Pending
47751,39703,Plumbing,978.36,2024-08-19,Robertshaven,4 days,2025-05-22,Closed
47752,21539,Interior Painting,4787.25,2024-09-12,North John,1 days,2025-05-02,Closed
47753,4901,Electrical Work,4216.54,2023-10-30,East Christopher,7 days,2024-12-29,Pending
47754,10686,HVAC Installation,763.17,2024-02-10,Sharptown,6 days,2025-06-27,Converted
47755,37546,Roof Repair,4303.11,2023-10-08,East Sarahburgh,7 days,2025-08-13,Converted
47756,41516,HVAC Installation,4257.81,2024-08-17,Josephport,1 days,2025-06-04,Converted
47757,31938,Roof Repair,3231.08,2024-07-07,Reyesville,2 days,2025-01-23,Pending
47758,44291,HVAC Installation,2802.72,2023-10-05,East Aaronview,1 days,2025-04-16,Pending
47759,44693,Plumbing,2084.56,2023-11-05,North Raymond,5 days,2025-01-10,Closed
47760,25018,Roof Repair,2816.77,2024-08-16,Robertofurt,5 days,2025-02-25,Expired
47761,13279,HVAC Installation,2333.15,2024-06-01,Prattfort,3 days,2025-06-15,Closed
47762,25958,Roof Repair,3589.73,2024-04-22,West Andrewland,6 days,2024-09-27,Pending
47763,37480,Electrical Work,883.52,2023-12-01,Michelleland,7 days,2025-03-31,Pending
47764,44179,Interior Painting,1042.48,2024-06-06,Martinezton,5 days,2025-04-04,Pending
47765,2212,Interior Painting,4100.38,2024-02-05,East Brent,4 days,2024-10-18,Expired
47766,27268,Electrical Work,2700.92,2024-05-17,Jennifermouth,5 days,2025-02-25,Expired
47767,12251,Plumbing,1382.22,2024-08-23,North Anthony,7 days,2025-05-09,Pending
47768,41239,Electrical Work,3637.02,2024-09-07,North Williamchester,3 days,2025-09-04,Converted
47769,48544,Interior Painting,1108.64,2023-11-08,Brownshire,7 days,2025-06-04,Pending
47770,15816,Interior Painting,680.16,2024-04-30,West David,3 days,2024-11-02,Pending
47771,13407,Plumbing,3899.72,2023-11-29,Melissachester,2 days,2024-12-26,Expired
47772,24371,Electrical Work,1853.89,2023-12-06,Lake Virginia,6 days,2025-05-13,Pending
47773,31420,Roof Repair,2859.96,2024-06-03,Mcgeetown,4 days,2025-04-05,Expired
47774,3986,Roof Repair,3273.83,2023-12-03,Hallborough,4 days,2025-06-04,Closed
47775,45137,Electrical Work,1098.53,2024-01-15,Davisbury,1 days,2024-10-15,Closed
47776,33257,Roof Repair,4281.62,2024-08-11,New Johnside,5 days,2025-09-15,Converted
47777,21424,Interior Painting,4889.97,2024-05-21,Christinastad,6 days,2025-01-07,Pending
47778,42896,HVAC Installation,4916.42,2024-05-15,Simpsonmouth,1 days,2025-06-12,Converted
47779,521,HVAC Installation,3023.41,2024-06-19,Austinmouth,6 days,2025-06-19,Converted
47780,43396,Interior Painting,4850.0,2024-03-01,Taraview,2 days,2024-10-05,Pending
47781,20121,Roof Repair,4180.69,2024-05-27,Copelandview,4 days,2025-03-10,Pending
47782,6468,Plumbing,4833.77,2024-01-09,Lake Stephanie,7 days,2025-07-07,Converted
47783,30624,HVAC Installation,1037.32,2024-04-14,Kimberlyton,7 days,2025-02-21,Expired
47784,15709,Roof Repair,3162.87,2024-03-15,Clarkfurt,3 days,2025-07-05,Pending
47785,34797,Plumbing,4045.27,2024-09-03,Port Jessica,7 days,2024-11-05,Converted
47786,29577,Interior Painting,2778.66,2024-08-13,Michaelside,3 days,2025-04-27,Pending
47787,34838,Roof Repair,1524.18,2024-03-08,Kristintown,3 days,2025-05-26,Expired
47788,26428,Plumbing,4440.87,2024-09-05,West Kristaland,5 days,2024-12-09,Expired
47789,33751,HVAC Installation,4599.18,2024-06-20,Karenberg,2 days,2025-03-22,Converted
47790,33132,Interior Painting,2088.29,2024-09-09,Jacksonbury,7 days,2025-03-14,Converted
47791,4477,HVAC Installation,1574.1,2024-01-03,Anthonyport,6 days,2025-04-08,Closed
47792,31890,Roof Repair,4015.2,2024-08-27,South Joseph,6 days,2025-07-15,Converted
47793,23303,Interior Painting,2386.07,2024-03-19,Rodgersview,5 days,2025-02-24,Converted
47794,43748,Plumbing,1672.88,2024-02-29,East Ginamouth,7 days,2024-10-03,Expired
47795,12887,Electrical Work,3185.93,2023-09-18,North Aaron,1 days,2025-05-03,Closed
47796,46875,HVAC Installation,1853.17,2024-03-22,Port Michael,7 days,2025-05-02,Pending
47797,35533,Plumbing,3868.53,2024-07-24,North Samantha,1 days,2024-10-08,Pending
47798,9528,Roof Repair,3806.94,2024-05-12,North Jamesmouth,1 days,2025-01-01,Closed
47799,47402,HVAC Installation,542.31,2024-04-10,Port Tanya,4 days,2025-05-20,Converted
47800,6738,HVAC Installation,1005.81,2024-08-11,West Susanton,1 days,2025-08-01,Expired
47801,45354,Roof Repair,4812.88,2023-11-08,Randalltown,4 days,2025-06-09,Pending
47802,32896,Electrical Work,3333.23,2024-04-11,West Walterbury,2 days,2025-02-04,Expired
47803,29893,HVAC Installation,4739.98,2024-02-20,Manningtown,7 days,2025-01-19,Pending
47804,35254,Interior Painting,1046.73,2024-06-21,North Jonathanbury,7 days,2025-03-30,Pending
47805,10615,Interior Painting,3162.45,2024-02-29,Katherinetown,5 days,2024-12-21,Closed
47806,4655,Electrical Work,4694.46,2024-02-29,West Josephchester,6 days,2025-03-24,Pending
47807,41462,HVAC Installation,3878.83,2024-08-09,East Felicia,3 days,2025-02-27,Closed
47808,14564,HVAC Installation,3438.06,2024-01-14,Harveyshire,7 days,2025-01-15,Expired
47809,3399,Roof Repair,976.69,2024-04-04,Russellstad,5 days,2025-03-02,Expired
47810,30840,Plumbing,1186.27,2023-10-12,Josephstad,1 days,2024-12-20,Pending
47811,37558,Interior Painting,3089.84,2024-08-11,Elizabethton,3 days,2025-02-02,Pending
47812,1466,Interior Painting,2363.64,2024-06-16,Phillipstown,4 days,2025-05-22,Converted
47813,48521,Electrical Work,681.65,2023-09-26,West James,3 days,2024-10-13,Expired
47814,31875,Roof Repair,3100.65,2024-08-07,West William,4 days,2025-05-29,Closed
47815,35180,HVAC Installation,1842.86,2023-12-06,North Veronica,3 days,2025-06-03,Pending
47816,17227,Roof Repair,3589.6,2024-08-07,Paulside,3 days,2025-07-07,Closed
47817,48775,Plumbing,2166.06,2024-03-01,Lake Sarahshire,2 days,2025-08-04,Closed
47818,38092,Electrical Work,3811.87,2024-05-02,Lake Jennifer,7 days,2025-09-03,Expired
47819,38099,HVAC Installation,4416.38,2024-06-14,Stephanieland,7 days,2025-08-30,Expired
47820,19530,Interior Painting,4515.32,2024-03-23,Shawview,4 days,2024-11-28,Converted
47821,30384,Electrical Work,1256.06,2024-04-17,Richardmouth,2 days,2025-01-13,Pending
47822,13250,Interior Painting,4498.51,2024-05-11,East Davidton,3 days,2025-08-23,Pending
47823,23386,Plumbing,3578.81,2023-11-23,Port Scottshire,7 days,2025-01-16,Closed
47824,34777,Electrical Work,3284.17,2024-02-04,Lake Carla,2 days,2024-11-04,Pending
47825,40131,Electrical Work,3012.78,2024-01-24,New John,1 days,2024-10-20,Closed
47826,19900,Plumbing,1697.13,2024-01-14,Pamelaborough,5 days,2025-06-20,Converted
47827,49838,Electrical Work,1777.59,2024-09-02,Sandersbury,6 days,2025-04-01,Converted
47828,23481,Roof Repair,4533.76,2024-07-27,Callahanhaven,5 days,2024-09-22,Closed
47829,9948,Interior Painting,4574.83,2023-10-18,Lake Chasechester,6 days,2025-09-13,Pending
47830,27340,Electrical Work,4342.48,2024-08-22,Leblancfurt,5 days,2025-03-02,Converted
47831,9978,HVAC Installation,2235.28,2024-01-04,Port Carol,2 days,2025-03-03,Converted
47832,48236,Roof Repair,1820.83,2024-05-29,Thompsonview,2 days,2025-02-16,Expired
47833,42904,Interior Painting,1421.95,2023-11-06,Schultzfort,7 days,2024-12-10,Pending
47834,37403,HVAC Installation,2178.9,2024-03-02,West Edwinchester,7 days,2025-09-05,Expired
47835,35429,Interior Painting,576.61,2024-07-03,Port Hectorland,5 days,2025-03-13,Expired
47836,15508,Electrical Work,836.3,2023-12-19,South Christyton,6 days,2024-10-02,Closed
47837,3069,Plumbing,1554.32,2024-03-03,Cassandraborough,1 days,2025-04-08,Expired
47838,957,HVAC Installation,4438.05,2024-06-13,New Calebland,5 days,2025-04-12,Pending
47839,11521,Electrical Work,1466.36,2024-02-14,West Justinland,1 days,2025-01-03,Expired
47840,8730,Electrical Work,3899.41,2024-04-27,Davidland,6 days,2025-01-18,Pending
47841,12182,Roof Repair,749.04,2024-03-18,Brianaland,3 days,2025-07-09,Expired
47842,11131,HVAC Installation,3241.94,2023-09-19,North Michelletown,6 days,2024-10-06,Closed
47843,17857,Electrical Work,3053.22,2023-11-24,Brownhaven,7 days,2024-12-13,Closed
47844,40611,Interior Painting,2535.6,2023-10-02,East Jeffreymouth,4 days,2025-03-22,Pending
47845,38494,HVAC Installation,1318.14,2024-02-03,Fosterstad,2 days,2024-12-22,Pending
47846,44072,Interior Painting,3418.63,2024-06-28,Orozcoburgh,7 days,2025-02-08,Closed
47847,17559,Roof Repair,3458.31,2024-07-22,Danabury,4 days,2025-05-19,Converted
47848,6666,Electrical Work,3243.35,2024-03-12,Port Jamesmouth,1 days,2025-02-15,Pending
47849,34138,Electrical Work,3563.05,2024-04-01,North Anna,2 days,2024-12-02,Closed
47850,37774,Roof Repair,4167.14,2023-11-29,East Wendy,1 days,2025-03-09,Expired
47851,26020,HVAC Installation,707.75,2024-06-04,Richardview,6 days,2024-11-28,Expired
47852,21090,Roof Repair,887.65,2024-03-05,Michaelville,7 days,2025-03-02,Closed
47853,39163,Electrical Work,1453.58,2024-07-27,South Christopherstad,5 days,2025-06-15,Expired
47854,43784,Electrical Work,4010.43,2024-04-04,East Cassidy,6 days,2024-10-12,Closed
47855,13483,Roof Repair,3364.51,2024-01-22,Sandraberg,3 days,2024-10-28,Expired
47856,27482,Plumbing,1853.77,2023-12-16,East Kristinachester,6 days,2025-09-10,Pending
47857,10422,Plumbing,1682.46,2024-03-23,Lake Noah,1 days,2025-07-21,Pending
47858,4135,Plumbing,654.91,2024-05-10,Matthewside,3 days,2025-02-02,Closed
47859,19940,Interior Painting,2260.31,2023-10-08,Carlaville,3 days,2025-08-08,Converted
47860,7219,Interior Painting,3114.86,2023-10-11,Tiffanyview,2 days,2025-08-27,Converted
47861,9354,HVAC Installation,3669.7,2024-01-30,South Samantha,6 days,2025-05-13,Pending
47862,18297,Electrical Work,4734.26,2023-11-18,New Kellyville,3 days,2024-10-22,Closed
47863,16604,Interior Painting,1942.09,2023-12-21,North Williamshire,6 days,2025-05-28,Expired
47864,21771,HVAC Installation,3765.27,2024-02-24,Port Theresa,7 days,2024-12-08,Converted
47865,17322,HVAC Installation,3326.26,2024-04-20,Bakershire,5 days,2025-09-07,Expired
47866,1767,HVAC Installation,1048.42,2024-02-29,Lake Tiffany,7 days,2024-11-18,Closed
47867,19119,Roof Repair,4982.47,2024-04-03,Waynemouth,4 days,2025-05-17,Pending
47868,1805,Roof Repair,630.17,2024-03-02,Angelachester,5 days,2024-10-13,Converted
47869,22598,Roof Repair,3064.87,2024-07-06,Lindachester,5 days,2025-01-01,Converted
47870,47996,Electrical Work,1048.82,2024-08-19,Markbury,5 days,2025-04-02,Pending
47871,48153,Plumbing,1455.37,2024-04-23,Robertshire,7 days,2024-12-18,Converted
47872,26084,Interior Painting,3193.39,2024-05-13,Huynhfort,4 days,2025-07-29,Expired
47873,40694,Interior Painting,4459.08,2024-07-11,East Codyside,1 days,2025-08-15,Pending
47874,48639,HVAC Installation,2821.85,2023-12-02,Carterbury,2 days,2025-09-14,Closed
47875,27576,HVAC Installation,4308.2,2024-04-05,East Julie,3 days,2024-11-22,Closed
47876,46973,Plumbing,1366.13,2024-04-30,Port Tylerton,3 days,2024-09-21,Closed
47877,6685,Plumbing,2646.4,2024-05-18,Thompsonborough,4 days,2025-08-27,Converted
47878,5963,Electrical Work,688.35,2023-12-11,South Lauratown,4 days,2024-12-05,Pending
47879,15704,HVAC Installation,1776.34,2023-11-04,New Mary,3 days,2025-02-19,Converted
47880,25535,Electrical Work,3093.5,2023-11-07,Lake Audrey,2 days,2025-04-14,Closed
47881,26071,Plumbing,4414.7,2024-08-29,South Keith,1 days,2024-11-15,Pending
47882,12010,HVAC Installation,1366.93,2024-03-27,Jenkinsfurt,1 days,2025-06-29,Closed
47883,11374,Roof Repair,2440.59,2023-12-04,South Joannamouth,5 days,2025-08-28,Expired
47884,48630,Electrical Work,551.07,2024-05-19,North Lesliestad,2 days,2024-12-24,Expired
47885,39518,Interior Painting,617.03,2023-11-19,South Tiffany,7 days,2025-03-20,Converted
