Company ID,Company Name,Service Areas,Pricing Models,Competitor Pricing,Service Offerings,Client Feedback and Ratings
34028,Hill-George,Port Johnfort,Hourly Rate,Higher,Painting,3.5
34029,"Hampton, Hughes and Garcia","Theresaton, Ryanshire, Davidview",Subscription,Competitive,"Renovation, Electrical, Plumbing",3.6
34030,"Humphrey, Paul and Lindsey",South Shelby,Project-based,Lower,"Roofing, Cleaning",3.3
34031,"Cook, Foley and Cox",East Heatherstad,Flat Rate,Lower,"Painting, Maintenance, HVAC",3.0
34032,Miller-Williams,Kevinland,Hourly Rate,Higher,"Maintenance, Roofing",4.4
34033,Pierce LLC,"South Susanbury, Weavermouth",Hourly Rate,Higher,Cleaning,4.1
34034,Harris PLC,"Olsonmouth, Shortport, Villanuevaland",Subscription,Competitive,"Renovation, Roofing, Maintenance, Plumbing",4.6
34035,Sims and Sons,Hammondburgh,Project-based,Higher,"Maintenance, Electrical",4.7
34036,"Nelson, Fitzgerald and Morris",Christopherburgh,Hourly Rate,Higher,"Renovation, Painting, Electrical",3.7
34037,Campbell Inc,"Cynthiamouth, Lake Amanda",Subscription,Higher,"Cleaning, Renovation, Electrical, HVAC, Maintenance",3.1
34038,Prince-Young,"Harrisstad, Port Tammy",Subscription,Lower,Electrical,4.2
34039,Mcguire-Lucas,"Chenfort, Port Michaelside",Project-based,Higher,"HVAC, Plumbing, Painting, Electrical, Cleaning",4.8
34040,Obrien-Keller,"Port Chelsea, East Carolyn, Shannonstad",Subscription,Higher,"Painting, Maintenance, Plumbing, Cleaning, Electrical",4.2
34041,Elliott Ltd,"Port Douglas, Bakerville",Hourly Rate,Higher,"Maintenance, Renovation, Painting, HVAC, Electrical",4.3
34042,"Newman, Black and Hill","West Kimberly, Randallbury, Johnmouth",Project-based,Lower,"Painting, Maintenance, Renovation",4.7
34043,"Cruz, Warner and Hogan",Wellsview,Subscription,Higher,"Roofing, Painting, Electrical, Maintenance, Renovation",4.4
34044,Thompson-Swanson,East Alyssa,Subscription,Competitive,"Renovation, Painting, HVAC",3.0
34045,"Cabrera, Quinn and Smith","Brianfurt, Rileyhaven",Subscription,Lower,Electrical,3.3
34046,Hammond Group,"Port Lori, Alisonmouth",Flat Rate,Competitive,"HVAC, Plumbing, Cleaning",3.8
34047,"Thompson, Smith and Jackson",Erikview,Subscription,Competitive,"HVAC, Plumbing, Renovation, Maintenance, Cleaning",3.4
34048,Smith Inc,"West Luis, South Vanessachester",Flat Rate,Higher,"Maintenance, HVAC",4.3
34049,Peterson Inc,"East James, Sheenachester",Project-based,Competitive,"Roofing, Renovation, Maintenance",5.0
34050,Blair Ltd,East Robert,Project-based,Lower,"HVAC, Cleaning, Plumbing, Renovation",4.1
34051,Blackburn-Strong,"Lake Derekshire, Vincentside, Annaside",Flat Rate,Competitive,"Electrical, Roofing",3.7
34052,"Pena, Scott and Torres","East Richardfurt, Davidborough",Subscription,Competitive,"Roofing, HVAC, Renovation",4.5
34053,"Chang, Miller and Patterson","Smithhaven, North Eduardoport",Subscription,Lower,"Cleaning, Renovation, Electrical",4.5
34054,Bailey LLC,West Colleen,Project-based,Higher,"Painting, Cleaning, HVAC",4.9
34055,Williams Inc,Averychester,Subscription,Competitive,"Electrical, Roofing, HVAC, Painting, Renovation",3.1
34056,Peterson LLC,Lake Robertland,Subscription,Competitive,HVAC,4.1
34057,Young-Hawkins,"Barnesberg, Grahamchester",Project-based,Competitive,"Painting, Electrical, Roofing",4.4
34058,"Moran, Butler and Davis","Williamside, East Donna, Lake Thomasfurt",Subscription,Lower,"Cleaning, Renovation",3.8
34059,"Jordan, Hernandez and Marshall",Christyborough,Hourly Rate,Higher,HVAC,4.3
34060,Hahn-Dunlap,"Curtisberg, North Matthew",Hourly Rate,Lower,"HVAC, Maintenance, Electrical, Roofing, Renovation",4.3
34061,Hensley-Brown,"Lake Jayburgh, Chadport, East Seantown",Hourly Rate,Higher,HVAC,3.1
34062,Munoz-Curtis,Jenniferburgh,Project-based,Lower,"Electrical, Cleaning, Plumbing, Roofing, Renovation",4.4
34063,Cherry LLC,"New Rebeccaberg, Port William, Pottsview",Flat Rate,Higher,"Electrical, Cleaning, Renovation, Painting",4.6
34064,Robinson PLC,"Velezside, New Robert",Hourly Rate,Competitive,"HVAC, Roofing",3.5
34065,Davis and Sons,"Perezberg, Pamelamouth",Subscription,Lower,"Painting, Roofing",4.8
34066,"Burnett, Nguyen and Haas","Lake Michaelborough, Tylerborough, Pamelachester",Flat Rate,Lower,"HVAC, Maintenance, Electrical, Plumbing, Cleaning",4.5
34067,Powell Group,"South Zachary, Osbornetown, Danamouth",Project-based,Lower,"Cleaning, Renovation, Painting, HVAC",3.2
34068,"Mcneil, Brooks and Anderson","Delgadofurt, New Joseph, Lake Craigton",Hourly Rate,Lower,"Renovation, Cleaning, HVAC, Electrical",3.8
34069,"Flores, Lopez and Hayes","Bradleytown, Lake Andrew",Project-based,Lower,"HVAC, Maintenance, Plumbing",4.0
34070,Nelson and Sons,"Franklinville, New Brittneyberg, Port Erik",Flat Rate,Lower,"Maintenance, Renovation, Plumbing",3.3
34071,Beltran-Cherry,Pricehaven,Project-based,Higher,"Plumbing, Painting",3.2
34072,Adams-Richardson,"Lake Christopher, Mackview",Hourly Rate,Higher,"Electrical, Painting, Roofing, Plumbing, Maintenance",3.5
34073,"Quinn, Cooper and Knapp","Angelafurt, Leeside",Subscription,Competitive,"Cleaning, Painting, Maintenance, Renovation",3.9
34074,"Cruz, Harris and Nichols","New Rachel, East Daniel, Dustinstad",Subscription,Competitive,"Cleaning, Roofing, Painting, Maintenance",3.2
34075,Kaiser LLC,"Port Jeremiahfurt, Jenniferbury",Project-based,Lower,"Cleaning, Electrical, HVAC, Roofing, Maintenance",4.8
34076,Dickson and Sons,"Brownton, Port Mark",Hourly Rate,Competitive,"Painting, Plumbing",4.1
34077,Mcdaniel PLC,"Lake Anthonyborough, Rojasview, Port Christopher",Project-based,Higher,HVAC,4.3
34078,Hansen Group,"North Aaron, East Robertburgh, New Anthonymouth",Hourly Rate,Higher,Electrical,4.3
34079,"Sosa, Brown and Palmer","Barberville, Mirandahaven, West Justin",Hourly Rate,Higher,"HVAC, Plumbing, Painting",3.6
34080,Bullock-Hill,New Christianchester,Project-based,Higher,"Electrical, Painting, HVAC",3.6
34081,Hayes Inc,Paulburgh,Flat Rate,Higher,"Painting, Renovation, Cleaning",3.3
34082,Barrera-Rocha,"North Matthewberg, West Rebecca",Subscription,Competitive,"HVAC, Cleaning, Electrical, Plumbing, Roofing",3.6
34083,Herrera-Blanchard,"South Cynthia, West Charlestown, New David",Hourly Rate,Lower,"Roofing, HVAC, Cleaning, Painting",3.2
34084,Thomas PLC,"Perezbury, Monicaport",Project-based,Higher,"Painting, Cleaning",3.4
34085,Smith-Mccoy,West Jill,Flat Rate,Higher,"Painting, Plumbing, HVAC, Roofing",4.9
34086,Young-Smith,"North Jenniferstad, North Christinamouth, Jenniferberg",Flat Rate,Competitive,"Painting, HVAC",3.3
34087,Lamb Inc,"Davidton, Colechester, South Margaretview",Hourly Rate,Lower,"Renovation, Electrical, Roofing",4.1
34088,Bell-James,Peterville,Subscription,Competitive,"Renovation, Cleaning, Roofing, Plumbing",4.3
34089,Ward PLC,"West Javierstad, New Cheyenne, New Hunter",Project-based,Lower,"Renovation, HVAC, Painting, Maintenance, Plumbing",4.1
34090,Torres LLC,"Janiceside, Lake Matthew",Project-based,Lower,"Roofing, HVAC, Cleaning, Renovation, Painting",4.9
34091,Ellis-Love,"North Carrieberg, Sandersstad",Project-based,Lower,"Plumbing, Maintenance, HVAC, Roofing, Painting",4.1
34092,Hernandez and Sons,North Ericmouth,Project-based,Lower,"Electrical, Painting, Plumbing, Renovation",3.1
34093,Silva-Rowe,East Reneemouth,Project-based,Competitive,"Maintenance, HVAC, Roofing, Electrical",3.4
34094,"Parrish, Butler and Paul","South Stevenmouth, Lisafort, Lake Victoriamouth",Hourly Rate,Competitive,"Maintenance, HVAC, Roofing",4.1
34095,Mueller Ltd,"Judithville, Melissabury, New Jasonchester",Hourly Rate,Higher,"HVAC, Electrical, Painting, Maintenance",4.9
34096,Mckay LLC,"East Julieberg, Burtonhaven",Flat Rate,Higher,"Painting, Plumbing, Renovation, HVAC",4.8
34097,Grant-Sanchez,Penningtonton,Flat Rate,Lower,"Renovation, Plumbing, Roofing, HVAC",5.0
34098,Richard-Nelson,"Henryland, Hernandezton",Project-based,Lower,Roofing,4.6
34099,Hernandez Ltd,"Farmerborough, North Brittany",Flat Rate,Lower,HVAC,3.9
34100,Miller-Hunter,"East Kyleburgh, Jimenezmouth, Julieview",Hourly Rate,Lower,"Electrical, Renovation, Maintenance, Roofing",4.8
34101,Smith Inc,West Jamie,Hourly Rate,Lower,"Cleaning, Electrical, Maintenance",3.1
34102,Sanford-Whitney,"Johnsonville, West Sheila",Subscription,Lower,Renovation,3.8
34103,"Pena, Barber and Wallace","Port Cheyenne, Taylorland, Port Christinaton",Subscription,Competitive,Maintenance,3.0
34104,"Carlson, Maxwell and Brooks",Johnsonville,Hourly Rate,Competitive,Roofing,4.7
34105,Perry Inc,"Curtisfort, Martinezberg, West James",Flat Rate,Higher,"Painting, Plumbing, Roofing, Electrical",3.0
34106,Jones LLC,"Teresaton, South Michelle",Project-based,Competitive,"Cleaning, Renovation, Plumbing",4.9
34107,Jones-Simon,"West Nicolefurt, South Jennifer, Port Tracyton",Hourly Rate,Competitive,"Renovation, Roofing, Maintenance",3.9
34108,Jones-Griffith,"East Lisa, Martinezville",Project-based,Lower,Roofing,3.2
34109,Davis LLC,West Devin,Project-based,Competitive,"Cleaning, HVAC, Roofing, Renovation, Painting",5.0
34110,"Tran, Curry and Alvarado","Mcdonaldton, North Lisaberg, Katelynshire",Hourly Rate,Higher,"Maintenance, Renovation",4.7
34111,Suarez PLC,"Jamesview, Hannahfurt, West Joshualand",Project-based,Competitive,Roofing,4.2
34112,"Malone, Nelson and Sanchez","Port Jesse, North Daisy, Port Alexandertown",Hourly Rate,Lower,Renovation,5.0
34113,Schultz LLC,"West Taylorside, East Mercedes",Flat Rate,Competitive,"Plumbing, Electrical, Cleaning, HVAC",4.2
34114,Young PLC,"North Susanmouth, New Elizabeth, Hillmouth",Hourly Rate,Lower,"Maintenance, Painting, Renovation, Cleaning, HVAC",4.0
34115,Villa PLC,"East Raymond, Sparksview, West Matthew",Hourly Rate,Lower,"Painting, Electrical, Roofing, Plumbing, HVAC",4.1
34116,Pennington PLC,South Ryanbury,Flat Rate,Competitive,"Plumbing, Cleaning, Electrical",4.6
34117,Wright Group,"New Angelamouth, Port David",Hourly Rate,Higher,Plumbing,4.3
34118,Larson-Aguilar,"East Cynthialand, North Allisonmouth",Hourly Rate,Lower,"Roofing, Maintenance",4.4
34119,"Greene, Sanchez and Aguilar",Traceytown,Subscription,Competitive,Painting,4.4
34120,Hester and Sons,"South Thomastown, Bowmanton, South Judith",Hourly Rate,Higher,"Cleaning, Electrical",3.2
34121,"Schroeder, Williams and Johnson","Port Tyrone, West Angelastad",Hourly Rate,Higher,"Renovation, HVAC, Painting, Maintenance",3.8
34122,"Smith, Miles and Baker","East Amyberg, Davischester",Subscription,Lower,Renovation,4.5
34123,Parker LLC,"Lukeburgh, Dixonburgh, Ortegamouth",Project-based,Lower,"Renovation, HVAC, Painting, Plumbing, Maintenance",3.1
34124,Ellis Group,"Thomasmouth, Valerieborough, Anthonyshire",Project-based,Higher,"Cleaning, Electrical, Roofing, HVAC, Painting",3.8
34125,King LLC,"Andrewsshire, Lake Emilyview, Wandabury",Project-based,Higher,"Roofing, Renovation, Painting, Electrical, Maintenance",3.3
34126,"Baker, Li and Shannon",North Nicholasfurt,Project-based,Lower,"HVAC, Plumbing",4.0
34127,"Lam, Ellis and Carson","Stevenmouth, Milesview, Robinsonberg",Hourly Rate,Higher,"Renovation, Electrical, HVAC, Painting, Plumbing",3.4
34128,"Gonzalez, Mckinney and Benjamin",New Amy,Project-based,Lower,"HVAC, Plumbing, Maintenance, Roofing, Painting",5.0
34129,Huffman-Ayala,"Juarezmouth, West Walter",Project-based,Lower,"Plumbing, Renovation",4.3
34130,Reed-King,Carterborough,Hourly Rate,Lower,"Roofing, Plumbing",4.8
34131,"Johnson, Nelson and Gilmore","Port Cynthialand, New Rileyhaven, Jonesshire",Flat Rate,Competitive,"Electrical, Painting, Maintenance, HVAC",4.9
34132,"Nguyen, Gilmore and West","Lindsayport, Ronaldchester",Project-based,Higher,"Electrical, HVAC, Painting",4.6
34133,Taylor-Beasley,Lisaside,Hourly Rate,Lower,"Maintenance, Renovation, HVAC, Roofing",3.8
34134,Carlson Inc,"New Kimberlyshire, Williamstad, West Raymond",Flat Rate,Higher,"Maintenance, Renovation, Electrical, Painting",4.8
34135,Moore Group,Hallberg,Project-based,Lower,"Electrical, Painting, Maintenance, Plumbing",3.8
34136,Smith-Mcfarland,"Gordonstad, Brendafurt",Subscription,Lower,"Roofing, Electrical",3.5
34137,Watkins and Sons,Valeriefurt,Hourly Rate,Competitive,"Cleaning, HVAC, Renovation",3.4
34138,"Macias, Smith and Nunez","East Donaldchester, West Philipmouth, Whitakerhaven",Subscription,Lower,"Electrical, Maintenance, Cleaning, Roofing",4.9
34139,"Hancock, Dennis and Richardson","Gutierrezview, Fowlerville",Subscription,Lower,"Cleaning, Renovation, Maintenance, Painting, Plumbing",4.2
34140,"Oneill, James and Osborne",Kennethburgh,Project-based,Higher,"Maintenance, Plumbing, Roofing",5.0
34141,Diaz and Sons,"Gutierrezport, East Aaronland",Project-based,Higher,"HVAC, Painting",3.2
34142,"Vazquez, Cordova and Scott","Oscarchester, Susanburgh",Hourly Rate,Lower,"Plumbing, HVAC, Roofing",4.9
34143,Martinez-Robinson,"Michaelborough, Reillyfurt",Subscription,Lower,Plumbing,3.5
34144,"Davis, Austin and Solis",South James,Flat Rate,Higher,"Painting, Renovation, Roofing, Cleaning",3.4
34145,"Blair, Bennett and Serrano",Josephberg,Hourly Rate,Higher,"HVAC, Roofing, Electrical, Painting",3.1
34146,Cabrera-Carroll,West Nicholas,Flat Rate,Competitive,"Roofing, Plumbing, Electrical, Renovation",4.5
34147,Hayes Group,South Veronicaburgh,Project-based,Higher,"Roofing, Electrical, Maintenance, Painting, Renovation",4.5
34148,Ward-Lee,"Michaeltown, Brownberg",Project-based,Competitive,Painting,4.1
34149,"Thompson, Henry and Figueroa","New Michaelafort, Coleberg, West Johnnyberg",Flat Rate,Lower,"Maintenance, HVAC, Painting, Renovation, Cleaning",3.8
34150,Schaefer-Lee,Nguyenside,Project-based,Competitive,"Electrical, HVAC, Renovation",4.0
34151,Bryant Ltd,"Collinsview, Travismouth",Subscription,Higher,"HVAC, Plumbing, Roofing, Painting, Maintenance",3.3
34152,Graham and Sons,"Martinezport, East Gabrielle, Jillbury",Subscription,Lower,"Plumbing, Painting",4.4
34153,Martinez Group,North Matthew,Hourly Rate,Higher,"HVAC, Roofing, Electrical, Cleaning",4.5
34154,Hall-Monroe,"Laurenview, Browningchester",Hourly Rate,Lower,"Roofing, Electrical, Plumbing, Painting",4.7
34155,Johnson Inc,"Jeffhaven, Smithview",Subscription,Competitive,"Painting, Maintenance, Electrical, Cleaning, Plumbing",3.0
34156,Massey Ltd,"Deborahfurt, West Jasonchester",Project-based,Competitive,"Maintenance, HVAC, Renovation, Roofing",4.9
34157,Hinton and Sons,West Michelle,Flat Rate,Higher,"Electrical, Renovation, Cleaning, Plumbing, Maintenance",4.3
34158,Cole and Sons,"Port Courtneyberg, Lisastad, West Leah",Flat Rate,Higher,Plumbing,4.1
34159,"Thompson, Obrien and Bishop",Lake Nicoleton,Hourly Rate,Lower,"HVAC, Painting",3.4
34160,"Franco, Ford and Merritt","Davisstad, Lindseyville, South Brendaville",Hourly Rate,Higher,"Electrical, Maintenance, Plumbing",4.7
34161,Jackson and Sons,"West Angelachester, Tabithaville",Project-based,Competitive,"Painting, Electrical, Cleaning, Roofing, HVAC",3.3
34162,Aguirre Ltd,Lake Michaelmouth,Hourly Rate,Higher,Renovation,3.6
34163,Jones-Byrd,North Michelle,Subscription,Higher,"Renovation, Plumbing, HVAC",3.6
34164,Pittman PLC,"Alexchester, Mortonchester",Subscription,Competitive,"Electrical, Plumbing, Painting, Roofing",3.2
34165,Thomas-Conner,Mannhaven,Project-based,Higher,"HVAC, Plumbing",4.1
34166,"Navarro, Thompson and Holmes","Silvamouth, New Jesusshire, Port Cassandraberg",Hourly Rate,Lower,"Painting, Maintenance, HVAC",3.2
34167,Harper-Harris,"Alexisburgh, Schmittchester, New Frankville",Hourly Rate,Higher,"Roofing, Renovation, Painting, Maintenance",4.0
34168,Richardson-Smith,"Wardmouth, Millerland",Subscription,Lower,"HVAC, Cleaning",3.6
34169,"Knight, Gomez and Davis","Lake Krystalbury, Christopherbury",Hourly Rate,Higher,"Renovation, Plumbing, Cleaning, Painting",4.5
34170,"Clark, Cross and Johnston",Hendrixfort,Hourly Rate,Higher,"Maintenance, Painting, Cleaning",3.2
34171,White Inc,Bryanthaven,Project-based,Lower,Painting,3.9
34172,Ellis LLC,Harrisville,Hourly Rate,Lower,"HVAC, Electrical",4.2
34173,Hall-Esparza,"Tammyfurt, Toniton, New Robert",Project-based,Higher,"Electrical, Plumbing, HVAC, Maintenance",4.7
34174,Stein-Ellis,Bradshawstad,Hourly Rate,Lower,"Electrical, Painting, Renovation, Roofing, Cleaning",4.0
34175,Smith-Espinoza,New John,Flat Rate,Competitive,"Cleaning, Maintenance, Renovation, Plumbing, Electrical",3.1
34176,Ellis PLC,Port Jayshire,Flat Rate,Competitive,"Painting, Electrical, Roofing, Maintenance",4.9
34177,"Gill, Torres and Mason",New Michael,Subscription,Higher,Maintenance,4.0
34178,"Cardenas, Clarke and Watkins","New Jamesshire, Elizabethfurt",Project-based,Lower,"Cleaning, Plumbing, Painting, Electrical, Roofing",3.9
34179,"Drake, Osborne and Phillips",Port Edwardberg,Hourly Rate,Competitive,"HVAC, Electrical, Maintenance, Renovation, Plumbing",3.1
34180,Reid and Sons,Port Frankton,Hourly Rate,Higher,"HVAC, Roofing",3.4
34181,Ballard Inc,"Brandonbury, South Michaelstad, South Charles",Flat Rate,Lower,"Plumbing, Cleaning, Roofing, Electrical, Painting",4.0
34182,Jensen Ltd,Williamsonville,Flat Rate,Competitive,"Plumbing, Painting, Electrical, HVAC, Maintenance",3.2
34183,"Miller, Curtis and Burke","Boydton, Ochoafort",Hourly Rate,Competitive,"HVAC, Painting, Electrical, Plumbing",4.4
34184,Munoz Group,Port Jenniferchester,Project-based,Higher,"Cleaning, Electrical",3.1
34185,Smith-Lang,"West Robinfort, Haynesview",Project-based,Competitive,"Maintenance, Plumbing, Renovation, Electrical",4.6
34186,Ross-Chung,"West Sabrina, New Gregorystad, East Larryview",Flat Rate,Competitive,"HVAC, Cleaning, Renovation, Plumbing, Painting",3.5
34187,"Richmond, Palmer and Dean","Adamshaven, North Kelli, Meadowsmouth",Hourly Rate,Lower,"Maintenance, Roofing, Cleaning, Painting, Electrical",3.9
34188,"Ward, Simon and Rivera",North Phyllishaven,Hourly Rate,Lower,"Maintenance, HVAC, Renovation, Roofing",4.9
34189,"Friedman, Love and Russell",Lake Matthewtown,Subscription,Lower,"Renovation, Roofing, Painting, Maintenance",4.4
34190,"Long, Mcdonald and Bowen","Meredithtown, Ashleyville",Hourly Rate,Competitive,"Cleaning, Electrical",4.9
34191,Vaughn-Nguyen,North Andrea,Hourly Rate,Competitive,"Painting, Maintenance, HVAC",4.9
34192,"Compton, Patel and Joseph",Port Christinestad,Project-based,Lower,"Roofing, Maintenance, HVAC, Painting, Electrical",4.7
34193,Pugh-Day,"Cassandraview, Vaughnstad",Project-based,Lower,"Roofing, Painting, Maintenance",4.3
34194,"Kelly, Nguyen and Hunt","North Erikatown, Rebeccafurt, South Ryanport",Hourly Rate,Higher,"Cleaning, Maintenance, Painting, Plumbing, HVAC",3.2
34195,Mendoza-Cox,"South Jennifer, West Frankhaven, East Matthew",Hourly Rate,Lower,Maintenance,3.5
34196,Rivas-Howard,"East Amandafort, North Amanda, Hansenhaven",Hourly Rate,Competitive,"HVAC, Electrical",4.0
34197,"Gay, Patel and Larson","North Anthonymouth, South John",Hourly Rate,Competitive,"Roofing, Plumbing",4.2
34198,"Douglas, Carpenter and Spears","North Andreachester, North Gary",Project-based,Higher,"Plumbing, Painting, Maintenance",4.6
34199,Reyes Ltd,"Griffithland, Kennethfurt",Project-based,Competitive,"Maintenance, Plumbing, Renovation, Roofing, Cleaning",3.6
34200,Ramsey-Green,"Port Daniellemouth, North Joshuamouth, East Howard",Flat Rate,Higher,"Cleaning, Roofing, Plumbing, Electrical, Painting",3.4
34201,"Barker, Contreras and Maynard","Bartonmouth, South Patricia",Subscription,Lower,"Roofing, Renovation",4.1
34202,"Jackson, Weaver and Martin","Sierrafurt, Donovanton",Hourly Rate,Lower,Plumbing,4.6
34203,Collins-Schmidt,"Port Annstad, Randyton, West Courtney",Subscription,Higher,"Maintenance, Cleaning, Roofing",4.8
34204,Cook-Alvarez,"Lake Lacey, Margarettown, Port Michaelfurt",Subscription,Higher,"Electrical, HVAC, Roofing, Renovation",3.6
34205,Romero-Torres,"Lake Robert, South Kimberly, Christopherfort",Flat Rate,Competitive,"HVAC, Cleaning, Painting",3.1
34206,Castro-Dickerson,"Christopherborough, East Adammouth, East Corey",Subscription,Competitive,"Electrical, HVAC, Painting, Renovation",4.9
34207,Donovan Ltd,"Lake Jaclyn, West John",Project-based,Lower,"Painting, HVAC, Plumbing",3.3
34208,Bright Inc,"Lake Randy, Lake Rickey, Jonesview",Project-based,Higher,"HVAC, Maintenance, Cleaning, Roofing",4.4
34209,"Smith, Preston and Stevenson","Wilkinsonside, South Jose",Subscription,Higher,"HVAC, Renovation, Painting, Cleaning, Electrical",3.2
34210,Davis-Griffin,"Smithburgh, Port Stephanieville, Port Amyside",Project-based,Competitive,"HVAC, Renovation, Plumbing, Painting",3.3
34211,"Campbell, Brown and King","New Ryan, New Amberton, North Ericashire",Project-based,Lower,"Plumbing, HVAC, Cleaning",3.1
34212,Dougherty Group,"Port Larry, Adamshaven",Project-based,Competitive,"Cleaning, Electrical, Maintenance",3.5
34213,"Williams, Barrera and Cox","Port James, New Hollyview, Port Kathleen",Subscription,Higher,"Roofing, HVAC, Cleaning, Maintenance",3.5
34214,"Williams, Golden and Lowe","Lake Paige, Hillfort, Josephton",Project-based,Higher,"HVAC, Renovation",4.4
34215,"Gilbert, Harrison and Jones",Port Jason,Project-based,Competitive,"HVAC, Painting",3.5
34216,"Woodard, Lopez and Walker","Marieborough, East Ashlee",Hourly Rate,Higher,"Electrical, Cleaning, Maintenance, Renovation",4.7
34217,Dickson-Welch,"Batesfort, East Jennifer, Port Kellyberg",Flat Rate,Lower,"Cleaning, Plumbing, Roofing, Maintenance, Renovation",3.3
34218,Garcia PLC,"Lake John, New Lucasfurt, Port Robertberg",Flat Rate,Competitive,"Roofing, Plumbing",3.4
34219,Sandoval LLC,East Ryanmouth,Flat Rate,Higher,Plumbing,4.0
34220,Barnes Ltd,"Marymouth, Holmesburgh, West Brandonton",Hourly Rate,Higher,"Roofing, Cleaning, Painting, Plumbing",4.2
34221,"Wang, Stone and Fitzgerald","Taylormouth, Leeton, New Carriechester",Subscription,Higher,"Roofing, Cleaning, Maintenance, HVAC",3.3
34222,Pittman-Jones,"New Breannaberg, West Melissahaven, Port Stephanieport",Hourly Rate,Lower,Electrical,3.3
34223,"Johnson, Ruiz and Hernandez","Christinaland, Port Kevin",Subscription,Higher,"Cleaning, Renovation, Maintenance, Painting",4.1
34224,Lawson-Stark,West Robert,Subscription,Competitive,"Renovation, Plumbing, Roofing",4.4
34225,Cruz-Carter,"West Gregory, Calderonbury, Sanchezfurt",Project-based,Competitive,"Electrical, Renovation",4.3
34226,"Zamora, Cox and Henry",North Mark,Subscription,Higher,"Electrical, Maintenance, Plumbing, Roofing",3.1
34227,Ayala-Bailey,"Port Jessicaville, North Jenna, North Desireehaven",Flat Rate,Lower,"Plumbing, Maintenance, Electrical, Roofing, Cleaning",4.5
34228,"Johnston, Rodriguez and Taylor",Snyderland,Hourly Rate,Lower,"Painting, HVAC, Renovation, Electrical",4.6
34229,Price Group,"Lake Michael, Brianview",Hourly Rate,Lower,"Cleaning, Renovation",4.4
34230,"Shelton, Rodriguez and Bailey","East Beth, West Kevin, Port Sarahton",Subscription,Higher,"Roofing, HVAC, Electrical",4.9
34231,"Rogers, Mathews and Odonnell","Smithchester, Kimberlyborough, Lake Deborah",Hourly Rate,Lower,Roofing,4.2
34232,"Collins, Watkins and Fox","Brandontown, Ashleyberg, Martinstad",Flat Rate,Higher,"Plumbing, Electrical, Roofing, Cleaning, Renovation",5.0
34233,Smith PLC,"Lake Catherine, West Davidfurt",Project-based,Lower,"Cleaning, HVAC, Maintenance",4.2
34234,Bartlett-Carson,"Port Michele, Williamsfort",Project-based,Higher,"Plumbing, Roofing, HVAC, Electrical, Painting",3.1
34235,Anderson Ltd,"East David, Weissshire, Randolphside",Subscription,Higher,Roofing,4.9
34236,Jimenez-Carter,"North Aliciaview, New Aaronstad, Toniview",Project-based,Competitive,"Maintenance, Cleaning, Plumbing, Renovation",4.8
34237,Wilson-Wood,"Lake Danieltown, Port Ian",Flat Rate,Competitive,Maintenance,3.2
34238,Rodriguez Inc,East Karenstad,Hourly Rate,Higher,"Renovation, Roofing, HVAC, Plumbing",4.5
34239,Manning-Robertson,"Davenportberg, New Andrew",Subscription,Lower,"Plumbing, Electrical, Roofing, Renovation",4.5
34240,Pearson-Scott,"West Katherine, Peterchester",Hourly Rate,Higher,"Electrical, Maintenance, Painting, Plumbing",3.5
34241,Armstrong-Black,"West Daniel, New Thomasborough",Hourly Rate,Competitive,Maintenance,3.4
34242,Bailey-Smith,"Terrifort, Meganburgh, New David",Subscription,Competitive,"Maintenance, Electrical, Renovation",4.0
34243,"Costa, Randolph and Frazier","Tammyberg, Eddiemouth",Subscription,Competitive,"Painting, Roofing, Renovation",4.0
34244,Wilson-Jordan,Port Kyle,Subscription,Competitive,"Renovation, Roofing",4.1
34245,"Johnston, Sanchez and Gonzalez","South Kellyburgh, New Kevinview",Project-based,Higher,"Maintenance, Cleaning, Renovation, Roofing, Painting",4.1
34246,Martinez-Johnson,"Lake Jamesmouth, Port Michaelside",Project-based,Competitive,"Painting, Maintenance, Cleaning, HVAC",4.9
34247,Bates Inc,"Boydborough, Camposberg, Shannonton",Subscription,Lower,"Cleaning, Painting, Electrical, Maintenance, Plumbing",3.2
34248,"Davis, Hensley and Rodriguez",Port Thomas,Flat Rate,Competitive,"Maintenance, Painting",3.2
34249,Garcia-Stewart,West Karen,Subscription,Competitive,"Plumbing, Roofing, HVAC, Cleaning, Renovation",3.5
34250,"Cooper, Brooks and Hicks","New Kristin, Lake Stephanie, Port Nathanielstad",Flat Rate,Competitive,"HVAC, Electrical, Renovation, Cleaning",3.4
34251,Gay-Hall,"West Becky, Lake Kevinfort, New Justinfort",Hourly Rate,Competitive,"Electrical, Cleaning, Maintenance",4.2
34252,"Diaz, Small and Ferrell","Warrenside, West Staceyville",Project-based,Lower,"Plumbing, Electrical, HVAC",4.2
34253,Lynch-Cline,"Taylormouth, West Karen",Project-based,Higher,"Renovation, Roofing, Maintenance, HVAC, Electrical",4.5
34254,Ingram-Anderson,"Christinatown, North Jessicatown, Port Heidiport",Flat Rate,Higher,"Renovation, HVAC, Roofing, Cleaning",4.4
34255,"Friedman, Green and Dunn","Anaborough, East Melissa",Hourly Rate,Lower,"HVAC, Maintenance, Electrical, Plumbing, Cleaning",3.3
34256,"Silva, Miller and Washington","Port Keith, North Beverlybury, Hannahton",Project-based,Lower,"Painting, Cleaning, HVAC",3.2
